ID,Title,Description,Risk,Category,TestSteps,Tools,References,Tags
WSTG-INPV-11,Testing for Command Injection,Verify input is properly validated,Critical,Input Validation,"1. Map all inputs; 2. Test validation rules; 3. Check coverage","Burp Suite, Manual testing",https://owasp.org/www-project-web-security-testing-guide/,Web,Injection,InputValidation
WSTG-INPV-12,Testing for Incubated Vulnerabilities,Verify stored/incubated vulnerabilities,Medium,Input Validation,"1. Store malicious input; 2. Retrieve and render; 3. Check execution","Burp Suite, Manual testing",https://owasp.org/www-project-web-security-testing-guide/,Web,Storage
WSTG-ATHN-01,Testing for Credentials Transport,Verify credentials are transmitted securely,Critical,Authentication,"1. Capture login traffic; 2. Check TLS usage; 3. Verify no plaintext","Burp Suite, Wireshark",https://owasp.org/www-project-web-security-testing-guide/,Web,Auth,TLS
WSTG-ATHN-02,Testing for Default Credentials,Verify default credentials are changed,High,Authentication,"1. Identify default accounts; 2. Test with defaults; 3. Verify changing policy","Manual testing, Burp Suite",https://owasp.org/www-project-web-security-testing-guide/,Web,Auth
WSTG-ATHN-03,Testing for Weak Lock Out Mechanism,Verify account lockout is properly implemented,Medium,Authentication,"1. Test multiple login attempts; 2. Check lockout enforcement; 3. Verify reset","Manual testing, Burp Suite",https://owasp.org/www-project-web-security-testing-guide/,Web,Auth,RateLimit
WSTG-ATHN-04,Testing for Bypassing Authentication Schema,Verify authentication cannot be bypassed,Critical,Authentication,"1. Map auth flows; 2. Test bypass techniques; 3. Check controls","Burp Suite, Manual testing",https://owasp.org/www-project-web-security-testing-guide/,Web,Auth,AccessControl
WSTG-ATHN-05,Testing for Vulnerable Remember Password,Verify remember-me functions are secure,High,Authentication,"1. Use remember-me feature; 2. Capture stored data; 3. Test token strength","Burp Suite, Browser inspection",https://owasp.org/www-project-web-security-testing-guide/,Web,Auth,Storage
WSTG-ATHN-06,Testing for Browser Cache Weaknesses,Verify browser cache doesn't store sensitive data,Medium,Authentication,"1. Clear cache; 2. Navigate authenticated pages; 3. Check cache contents","Browser dev tools, Manual testing",https://owasp.org/www-project-web-security-testing-guide/,Web,Auth,Cache
WSTG-ATHN-07,Testing for Weak Password Policy,Verify password policy is strong,High,Authentication,"1. Review policy; 2. Test with weak passwords; 3. Verify enforcement","Manual testing, Burp Suite",https://owasp.org/www-project-web-security-testing-guide/,Web,Auth,Password
WSTG-ATHN-08,Testing for Weak Security Question,Verify security questions are strong,Medium,Authentication,"1. Review questions; 2. Research answers; 3. Test bypassing","Manual testing, Social engineering",https://owasp.org/www-project-web-security-testing-guide/,Web,Auth
WSTG-ATHN-09,Testing for Weak Cryptography,Verify strong cryptography is used,Critical,Authentication,"1. Identify crypto usage; 2. Check algorithms; 3. Verify key length","Code review, Cryptographic analysis",https://owasp.org/www-project-web-security-testing-guide/,Web,Auth,Crypto
WSTG-AUTHZ-01,Testing Directory Traversal,Verify path traversal is prevented,High,Authorization,"1. Test path traversal payloads; 2. Check file access; 3. Verify filtering","Burp Suite, Manual testing",https://owasp.org/www-project-web-security-testing-guide/,Web,PathTraversal,Injection
WSTG-AUTHZ-02,Testing for Bypassing Authorization Schema,Verify authorization cannot be bypassed,Critical,Authorization,"1. Map access controls; 2. Test bypass techniques; 3. Check enforcement","Burp Suite, Manual testing",https://owasp.org/www-project-web-security-testing-guide/,Web,AccessControl,IDOR
WSTG-AUTHZ-03,Testing for Privilege Escalation,Verify privilege escalation is prevented,Critical,Authorization,"1. Identify privilege levels; 2. Test escalation; 3. Check controls","Burp Suite, Manual testing",https://owasp.org/www-project-web-security-testing-guide/,Web,Privilege,Escalation
WSTG-AUTHZ-04,Testing for Insecure Direct Object References,Verify IDOR is prevented,Critical,Authorization,"1. Map object IDs; 2. Test parameter modification; 3. Check authorization","Burp Suite, Manual testing",https://owasp.org/www-project-web-security-testing-guide/,Web,IDOR
WSTG-SESS-01,Testing for Session Management Schema,Verify session management is properly implemented,Critical,Session Management,"1. Map session flow; 2. Analyze session tokens; 3. Check validation","Burp Suite, Manual testing",https://owasp.org/www-project-web-security-testing-guide/,Web,Session
WSTG-SESS-02,Testing for Cookie Attributes,Verify cookies are properly configured,High,Session Management,"1. Capture cookies; 2. Check security flags; 3. Verify settings","Burp Suite, Browser inspection",https://owasp.org/www-project-web-security-testing-guide/,Web,Session,Cookie
WSTG-SESS-03,Testing for Session Fixation,Verify session fixation is prevented,High,Session Management,"1. Capture session token; 2. Force session ID; 3. Check change on login","Burp Suite, Manual testing",https://owasp.org/www-project-web-security-testing-guide/,Web,Session,Fixation
WSTG-SESS-04,Testing for Exposed Session Variables,Verify session variables are not exposed,Medium,Session Management,"1. Monitor traffic; 2. Check URL parameters; 3. Verify encryption","Burp Suite, Wireshark",https://owasp.org/www-project-web-security-testing-guide/,Web,Session,Privacy
WSTG-SESS-05,Testing for Cross Site Request Forgery,Verify CSRF protection is implemented,High,Session Management,"1. Identify state-changing requests; 2. Test without CSRF token; 3. Check validation","Burp Suite, Manual testing",https://owasp.org/www-project-web-security-testing-guide/,Web,CSRF
WSTG-SESS-06,Testing for Logout Functionality,Verify logout properly invalidates sessions,High,Session Management,"1. Login; 2. Logout; 3. Try accessing with old session","Burp Suite, Manual testing",https://owasp.org/www-project-web-security-testing-guide/,Web,Session,Logout
WSTG-SESS-07,Testing Session Timeout,Verify sessions timeout properly,Medium,Session Management,"1. Wait for timeout; 2. Try accessing; 3. Check re-authentication","Manual testing, Timer",https://owasp.org/www-project-web-security-testing-guide/,Web,Session,Timeout
WSTG-SESS-08,Testing for Session Puzzles,Verify session puzzles work if implemented,Low,Session Management,"1. Identify session puzzles; 2. Solve puzzles; 3. Check response","Manual testing, Code review",https://owasp.org/www-project-web-security-testing-guide/,Web,Session
WSTG-CRYPST-01,Testing for Weak SSL/TLS,Verify strong TLS is used,Critical,Cryptography,"1. Connect via SSL/TLS; 2. Check version and ciphers; 3. Test for weak versions","testssl.sh, Burp Suite",https://owasp.org/www-project-web-security-testing-guide/,Web,TLS,Crypto
WSTG-CRYPST-02,Testing for Padding Oracle,Verify padding oracle protection,Medium,Cryptography,"1. Identify encrypted data; 2. Manipulate padding; 3. Analyze responses","Burp Suite, Custom scripts",https://owasp.org/www-project-web-security-testing-guide/,Web,Crypto,Oracle
WSTG-CRYPST-03,Testing for Sensitive Data Exposure,Verify sensitive data is encrypted,Critical,Cryptography,"1. Capture network traffic; 2. Check encryption; 3. Verify algorithm strength","Burp Suite, Wireshark",https://owasp.org/www-project-web-security-testing-guide/,Web,Crypto,DataProtection
WSTG-BUSLOGIC-01,Testing for Business Logic Data Validation,Verify business logic validates data,High,Business Logic,"1. Map business flows; 2. Test with invalid data; 3. Check validation","Burp Suite, Manual testing",https://owasp.org/www-project-web-security-testing-guide/,Web,BusinessLogic
WSTG-BUSLOGIC-02,Testing for Ability to Bypass Business Logic,Verify business logic cannot be bypassed,High,Business Logic,"1. Identify business logic; 2. Test bypass paths; 3. Check controls","Burp Suite, Manual testing",https://owasp.org/www-project-web-security-testing-guide/,Web,BusinessLogic,Bypass
WSTG-BUSLOGIC-03,Testing for Integrity Checks,Verify data integrity is maintained,High,Business Logic,"1. Identify integrity requirements; 2. Tamper with data; 3. Check detection","Burp Suite, Manual testing",https://owasp.org/www-project-web-security-testing-guide/,Web,BusinessLogic,Integrity
WSTG-BUSLOGIC-04,Testing for Process Timing,Verify timing attacks are prevented,Medium,Business Logic,"1. Analyze request timing; 2. Check for timing differences; 3. Test attack","Burp Suite, Custom scripts",https://owasp.org/www-project-web-security-testing-guide/,Web,Timing
WSTG-BUSLOGIC-05,Testing for the Circumvention of Work Flows,Verify workflows cannot be circumvented,High,Business Logic,"1. Map workflow; 2. Test out-of-order steps; 3. Check enforcement","Burp Suite, Manual testing",https://owasp.org/www-project-web-security-testing-guide/,Web,BusinessLogic,Workflow
WSTG-BUSLOGIC-06,Testing for Defects in Data Validation,Verify data is properly validated,Critical,Business Logic,"1. Map all inputs; 2. Test validation rules; 3. Check coverage","Burp Suite, Manual testing",https://owasp.org/www-project-web-security-testing-guide/,Web,InputValidation
WSTG-BUSLOGIC-07,Testing for Improper Access to Transactionable Resources,Verify resource access is controlled,High,Business Logic,"1. Identify resources; 2. Test unauthorized access; 3. Check enforcement","Burp Suite, Manual testing",https://owasp.org/www-project-web-security-testing-guide/,Web,AccessControl
WSTG-BUSLOGIC-08,Testing for Rate Limiting,Verify rate limiting is implemented,Medium,Business Logic,"1. Send rapid requests; 2. Check rate limits; 3. Verify enforcement","Apache Bench, wrk",https://owasp.org/www-project-web-security-testing-guide/,Web,RateLimit
WSTG-BUSLOGIC-09,Testing for Serialized Object in Cookie,Verify serialized objects in cookies are safe,High,Business Logic,"1. Capture and decode cookies; 2. Test deserialization; 3. Check validation","Burp Suite, Manual testing",https://owasp.org/www-project-web-security-testing-guide/,Web,Serialization
